model,cutoff,accept_rate,profit_per_1000
scorecard,0.21000000000000002,0.918092330739932,712861.9197176232
xgboost,0.24000000000000002,0.9297873693582922,729929.7781475907
lightgbm,0.25,0.9454290418548119,727020.4770939773
mlp,0.23,0.9823125790563411,709090.1380438545
